Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,Bolt Hole Spacing - Across,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension K,Dimension L,Dimension M,Dimension R,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QMPR18J308S,22218 ,3 1/2 in,3.75 in / 95.3 mm,9.25 in / 235 mm,11.25 in / 285.8 mm,2.38 in / 60.5 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr18j308s,Mounted Bearing,22218,3 1/2 in,Imperial,QMPR18J308SB/QMPR18J308SC/QMPR18J308SEB/QMPR18J308SEC/QMPR18J308SEM/QMPR18J308SEN/QMPR18J308SEO/QMPR18J308SET/QMPR18J308SM/QMPR18J308SN/QMPR18J308SO/QMPR18J308ST,Eccentric,Four-Bolt Pillow Block,0883450090827/0883450090834/0883450090858/0883450090865/0883450090872/0883450090889/0883450090896/0883450090902/0883450157261/0883450157469/0883450251587/0883450251754,3.75 in/95.3 mm,7.69 in/195.3 mm,4.76 in/120.9 mm,9.25 in/235 mm,11.25 in/285.8 mm,2.38 in/60.5 mm,13.63 in/346.2 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,1.44 in/36.6 mm,4.46 in/113.3 mm,2.59 in/65.8 mm,0.32 in/8.1 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMPX18J308S,22218 ,3 1/2 in,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,3 in / 76.2 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx18j308s,Mounted Bearing,22218,3 1/2 in,Imperial,QMPX18J308SB/QMPX18J308SC/QMPX18J308SEB/QMPX18J308SEC/QMPX18J308SEM/QMPX18J308SEN/QMPX18J308SEO/QMPX18J308SET/QMPX18J308SM/QMPX18J308SN/QMPX18J308SO/QMPX18J308ST,Eccentric,Four-Bolt Pillow Block,0883450094122/0883450094139/0883450094153/0883450094160/0883450094177/0883450094184/0883450094191/0883450094207/0883450159470/0883450160209/0883450252768/0883450253185,4 in/101.6 mm,7.92 in/201.2 mm,4.76 in/120.9 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,1.44 in/36.6 mm,4.96 in/126 mm,2.59 in/65.8 mm,0.32 in/8.1 mm,4.03 in/102.4 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm
QMPF20J311S,22220 ,3 11/16 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2-1/4 in / 57.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf20j311s,Mounted Bearing,22220,3 11/16 in,Imperial,QMPF20J311SB/QMPF20J311SC/QMPF20J311SEB/QMPF20J311SEC/QMPF20J311SEM/QMPF20J311SEN/QMPF20J311SEO/QMPF20J311SET/QMPF20J311SM/QMPF20J311SN/QMPF20J311SO/QMPF20J311ST,Eccentric,Four-Bolt Pillow Block,0883450084826/0883450084833/0883450084857/0883450084864/0883450084871/0883450084888/0883450084895/0883450084901/0883450155823/0883450156554/0883450250764/0883450251181,4.25 in/108 mm,8.78 in/223 mm,6 in/152.4 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,1.63 in/41.4 mm,5.13 in/130.3 mm,2.96 in/75.2 mm,0.36 in/9.1 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPX20J311S,22220 ,3 11/16 in,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,3.5 in / 88.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx20j311s,Mounted Bearing,22220,3 11/16 in,Imperial,QMPX20J311SB/QMPX20J311SC/QMPX20J311SEB/QMPX20J311SEC/QMPX20J311SEM/QMPX20J311SEN/QMPX20J311SEO/QMPX20J311SET/QMPX20J311SM/QMPX20J311SN/QMPX20J311SO/QMPX20J311ST,Eccentric,Four-Bolt Pillow Block,0883450094320/0883450094337/0883450094351/0883450094368/0883450094375/0883450094382/0883450094399/0883450094405/0883450159494/0883450160223/0883450252782/0883450253208,5 in/127 mm,9.44 in/239.8 mm,6 in/152.4 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,1.63 in/41.4 mm,5.72 in/145.3 mm,2.96 in/75.2 mm,0.34 in/8.6 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPR20J311S,22220 ,3 11/16 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2-1/4 in / 57.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr20j311s,Mounted Bearing,22220,3 11/16 in,Imperial,,Eccentric,Four-Bolt Pillow Block,,4.25 in/108 mm,8.78 in/223 mm,6 in/152.4 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,1.63 in/41.4 mm,5.13 in/130.3 mm,2.96 in/75.2 mm,0.35 in/8.9 mm,4.59 in/116.7 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPF20J312S,22220 ,3 3/4 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2-1/4 in / 57.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf20j312s,Mounted Bearing,22220,3 3/4 in,Imperial,QMPF20J312SB/QMPF20J312SC/QMPF20J312SEB/QMPF20J312SEC/QMPF20J312SEM/QMPF20J312SEN/QMPF20J312SEO/QMPF20J312SET/QMPF20J312SM/QMPF20J312SN/QMPF20J312SO/QMPF20J312ST,Eccentric,Four-Bolt Pillow Block,0883450084925/0883450084932/0883450084956/0883450084963/0883450084970/0883450084987/0883450084994/0883450085007/0883450155830/0883450156561/0883450250771/0883450251198,4.25 in/108 mm,8.78 in/223 mm,6 in/152.4 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,1.63 in/41.4 mm,5.13 in/130.3 mm,2.96 in/75.2 mm,0.36 in/9.1 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPX20J312S,22220 ,3 3/4 in,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,3.5 in / 88.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx20j312s,Mounted Bearing,22220,3 3/4 in,Imperial,QMPX20J312SB/QMPX20J312SC/QMPX20J312SEB/QMPX20J312SEC/QMPX20J312SEM/QMPX20J312SEN/QMPX20J312SEO/QMPX20J312SET/QMPX20J312SM/QMPX20J312SN/QMPX20J312SO/QMPX20J312ST,Eccentric,Four-Bolt Pillow Block,0883450094429/0883450094436/0883450094450/0883450094467/0883450094474/0883450094481/0883450094498/0883450094504/0883450159500/0883450160230/0883450252799/0883450253215,5 in/127 mm,9.44 in/239.8 mm,6 in/152.4 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,1.63 in/41.4 mm,5.72 in/145.3 mm,2.96 in/75.2 mm,0.34 in/8.6 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPR20J312S,22220 ,3 3/4 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2-1/4 in / 57.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr20j312s,Mounted Bearing,22220,3 3/4 in,Imperial,,Eccentric,Four-Bolt Pillow Block,,4.25 in/108 mm,8.78 in/223 mm,6 in/152.4 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,1.63 in/41.4 mm,5.13 in/130.3 mm,2.96 in/75.2 mm,0.35 in/8.9 mm,4.59 in/116.7 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPF20J315S,22220 ,3 15/16 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2-1/4 in / 57.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf20j315s,Mounted Bearing,22220,3 15/16 in,Imperial,QMPF20J315SB/QMPF20J315SC/QMPF20J315SEB/QMPF20J315SEC/QMPF20J315SEM/QMPF20J315SEN/QMPF20J315SEO/QMPF20J315SET/QMPF20J315SM/QMPF20J315SN/QMPF20J315SO/QMPF20J315ST,Eccentric,Four-Bolt Pillow Block,0883450085021/0883450085038/0883450085052/0883450085069/0883450085076/0883450085083/0883450085090/0883450085106/0883450155847/0883450156578/0883450250788/0883450251204,4.25 in/108 mm,8.78 in/223 mm,6 in/152.4 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,1.63 in/41.4 mm,5.13 in/130.3 mm,2.96 in/75.2 mm,0.36 in/9.1 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPX20J315S,22220 ,3 15/16 in,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,3.5 in / 88.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx20j315s,Mounted Bearing,22220,3 15/16 in,Imperial,QMPX20J315SB/QMPX20J315SC/QMPX20J315SEB/QMPX20J315SEC/QMPX20J315SEM/QMPX20J315SEN/QMPX20J315SEO/QMPX20J315SET/QMPX20J315SM/QMPX20J315SN/QMPX20J315SO/QMPX20J315ST,Eccentric,Four-Bolt Pillow Block,0883450094528/0883450094535/0883450094559/0883450094566/0883450094573/0883450094580/0883450094597/0883450094603/0883450159517/0883450160247/0883450252805/0883450253222,5 in/127 mm,9.44 in/239.8 mm,6 in/152.4 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,1.63 in/41.4 mm,5.72 in/145.3 mm,2.96 in/75.2 mm,0.34 in/8.6 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPR20J315S,22220 ,3 15/16 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2-1/4 in / 57.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr20j315s,Mounted Bearing,22220,3 15/16 in,Imperial,,Eccentric,Four-Bolt Pillow Block,,4.25 in/108 mm,8.78 in/223 mm,6 in/152.4 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,1.63 in/41.4 mm,5.13 in/130.3 mm,2.96 in/75.2 mm,0.35 in/8.9 mm,4.59 in/116.7 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPF20J400S,22220 ,4 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2-1/4 in / 57.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf20j400s,Mounted Bearing,22220,4 in,Imperial,QMPF20J400SB/QMPF20J400SC/QMPF20J400SEB/QMPF20J400SEC/QMPF20J400SEM/QMPF20J400SEN/QMPF20J400SEO/QMPF20J400SET/QMPF20J400SM/QMPF20J400SN/QMPF20J400SO/QMPF20J400ST,Eccentric,Four-Bolt Pillow Block,0883450085120/0883450085137/0883450085151/0883450085168/0883450085175/0883450085182/0883450085199/0883450085205/0883450155854/0883450156585/0883450250795/0883450251211,4.25 in/108 mm,8.78 in/223 mm,6 in/152.4 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,1.63 in/41.4 mm,5.13 in/130.3 mm,2.96 in/75.2 mm,0.36 in/9.1 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPX20J400S,22220 ,4 in,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,3.5 in / 88.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx20j400s,Mounted Bearing,22220,4 in,Imperial,QMPX20J400SB/QMPX20J400SC/QMPX20J400SEB/QMPX20J400SEC/QMPX20J400SEM/QMPX20J400SEN/QMPX20J400SEO/QMPX20J400SET/QMPX20J400SM/QMPX20J400SN/QMPX20J400SO/QMPX20J400ST,Eccentric,Four-Bolt Pillow Block,0883450094627/0883450094634/0883450094658/0883450094665/0883450094672/0883450094689/0883450094696/0883450094702/0883450159524/0883450160254/0883450252812/0883450253239,5 in/127 mm,9.44 in/239.8 mm,6 in/152.4 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,1.63 in/41.4 mm,5.72 in/145.3 mm,2.96 in/75.2 mm,0.34 in/8.6 mm,4.59 in/116.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPR20J400S,22220 ,4 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,2-1/4 in / 57.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr20j400s,Mounted Bearing,22220,4 in,Imperial,,Eccentric,Four-Bolt Pillow Block,,4.25 in/108 mm,8.78 in/223 mm,6 in/152.4 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,1.63 in/41.4 mm,5.13 in/130.3 mm,2.96 in/75.2 mm,0.35 in/8.9 mm,4.59 in/116.7 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPF22J407S,22222 ,4 7/16 in,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,2-1/2 in / 63.5 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf22j407s,Mounted Bearing,22222,4 7/16 in,Imperial,QMPF22J407SB/QMPF22J407SC/QMPF22J407SEB/QMPF22J407SEC/QMPF22J407SEM/QMPF22J407SEN/QMPF22J407SEO/QMPF22J407SET/QMPF22J407SM/QMPF22J407SN/QMPF22J407SO/QMPF22J407ST,Eccentric,Four-Bolt Pillow Block,0883450085328/0883450085335/0883450085359/0883450085366/0883450085373/0883450085380/0883450085397/0883450085403/0883450155885/0883450156615/0883450250825/0883450251242,4.75 in/120.7 mm,9.19 in/233.4 mm,6.3 in/160 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,1.83 in/46.5 mm,6.08 in/154.4 mm,3.7 in/94 mm,0.17 in/4.3 mm,5.53 in/140.5 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPX22J407S,22222 ,4 7/16 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,4 in / 101.6 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx22j407s,Mounted Bearing,22222,4 7/16 in,Imperial,QMPX22J407SB/QMPX22J407SC/QMPX22J407SEB/QMPX22J407SEC/QMPX22J407SEM/QMPX22J407SEN/QMPX22J407SEO/QMPX22J407SET/QMPX22J407SM/QMPX22J407SN/QMPX22J407SO/QMPX22J407ST,Eccentric,Four-Bolt Pillow Block,0883450094825/0883450094832/0883450094856/0883450094863/0883450094870/0883450094887/0883450094894/0883450094900/0883450159555/0883450160285/0883450252843/0883450253260,5-3/4 in/146.1 mm,10.78 in/273.8 mm,6.3 in/160 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,19 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,1.83 in/46.5 mm,6.74 in/171.2 mm,3.7 in/94 mm,0.09 in/2.3 mm,5.53 in/140.5 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPR22J407S,22222 ,4 7/16 in,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,2-1/2 in / 63.5 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr22j407s,Mounted Bearing,22222,4 7/16 in,Imperial,,Eccentric,Four-Bolt Pillow Block,,4.75 in/120.7 mm,9.19 in/233.4 mm,6.3 in/160 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,1.83 in/46.5 mm,6.08 in/154.4 mm,3.7 in/94 mm,0.17 in/4.3 mm,5.53 in/140.5 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QMPF22J408S,22222 ,4 1/2 in,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,2-1/2 in / 63.5 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpf22j408s,Mounted Bearing,22222,4 1/2 in,Imperial,QMPF22J408SB/QMPF22J408SC/QMPF22J408SEB/QMPF22J408SEC/QMPF22J408SEM/QMPF22J408SEN/QMPF22J408SEO/QMPF22J408SET/QMPF22J408SM/QMPF22J408SN/QMPF22J408SO/QMPF22J408ST,Eccentric,Four-Bolt Pillow Block,0883450085427/0883450085434/0883450085458/0883450085465/0883450085472/0883450085489/0883450085496/0883450085502/0883450155892/0883450156622/0883450250832/0883450251259,4.75 in/120.7 mm,9.19 in/233.4 mm,6.3 in/160 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,1.83 in/46.5 mm,6.08 in/154.4 mm,3.7 in/94 mm,0.17 in/4.3 mm,5.53 in/140.5 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPX22J408S,22222 ,4 1/2 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,4 in / 101.6 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpx22j408s,Mounted Bearing,22222,4 1/2 in,Imperial,QMPX22J408SB/QMPX22J408SC/QMPX22J408SEB/QMPX22J408SEC/QMPX22J408SEM/QMPX22J408SEN/QMPX22J408SEO/QMPX22J408SET/QMPX22J408SM/QMPX22J408SN/QMPX22J408SO/QMPX22J408ST,Eccentric,Four-Bolt Pillow Block,0883450094924/0883450094931/0883450094955/0883450094962/0883450094979/0883450094986/0883450094993/0883450095006/0883450159562/0883450160292/0883450252850/0883450253277,5-3/4 in/146.1 mm,10.78 in/273.8 mm,6.3 in/160 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,19 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,1.83 in/46.5 mm,6.74 in/171.2 mm,3.7 in/94 mm,0.09 in/2.3 mm,5.53 in/140.5 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0030,0.0047,0.0030 in/0.075 mm,0.0047 in/0.120 mm
QMPR22J408S,22222 ,4 1/2 in,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,2-1/2 in / 63.5 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-four-bolt-pillow-block/qmpr22j408s,Mounted Bearing,22222,4 1/2 in,Imperial,,Eccentric,Four-Bolt Pillow Block,,4.75 in/120.7 mm,9.19 in/233.4 mm,6.3 in/160 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,1.83 in/46.5 mm,6.08 in/154.4 mm,3.7 in/94 mm,0.17 in/4.3 mm,5.53 in/140.5 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
