Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RV,Dimension SV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVPA22V315S,22222 ,3 15/16 in,4.94 in / 125.5 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa22v315s,Mounted Bearing,22222,3 15/16 in,Imperial,QVPA22V315SB/QVPA22V315SC/QVPA22V315SEB/QVPA22V315SEC/QVPA22V315SEM/QVPA22V315SEN/QVPA22V315SEO/QVPA22V315SET/QVPA22V315SM/QVPA22V315SN/QVPA22V315SO/QVPA22V315ST,Single V-Lock,Two-Bolt Pillow Block,0883450048798/0883450048828/0883450206129/0883450206273/0883450218559/0883450218702/0883450230971/0883450231121/0883450239714/0883450239868/0883450244671/0883450244824,4.94 in/125.5 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.55 in/115.6 mm,0.37 in/9.4 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPL22V315S,22222 ,3 15/16 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl22v315s,Mounted Bearing,22222,3 15/16 in,Imperial,QVPL22V315SB/QVPL22V315SC/QVPL22V315SEB/QVPL22V315SEC/QVPL22V315SEM/QVPL22V315SEN/QVPL22V315SEO/QVPL22V315SET/QVPL22V315SM/QVPL22V315SN/QVPL22V315SO/QVPL22V315ST,Single V-Lock,Two-Bolt Pillow Block,0883450113779/0883450113793/0883450113809/0883450113816/0883450172202/0883450172967/0883450202978/0883450203357/0883450215398/0883450215770/0883450227810/0883450228190,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,1.5 in/38.1 mm,1 in/24 mm,4.59 in/116.6 mm,0.31 in/7.9 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPN22V315S,22222 ,3 15/16 in,4.92 in / 125 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn22v315s,Mounted Bearing,22222,3 15/16 in,Imperial,QVPN22V315SB/QVPN22V315SC/QVPN22V315SEB/QVPN22V315SEC/QVPN22V315SEM/QVPN22V315SEN/QVPN22V315SEO/QVPN22V315SET/QVPN22V315SM/QVPN22V315SN/QVPN22V315SO/QVPN22V315ST,Single V-Lock,Two-Bolt Pillow Block,0883450058612/0883450058643/0883450205832/0883450205979/0883450218252/0883450218405/0883450230674/0883450230827/0883450239417/0883450239561/0883450244374/0883450244527,4.92 in/125 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.5 in/114.3 mm,0.37 in/9.4 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVSN22V315S,22222 ,3 15/16 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn22v315s,Mounted Bearing,22222,3 15/16 in,Imperial,QVSN22V315SB/QVSN22V315SC/QVSN22V315SEB/QVSN22V315SEC/QVSN22V315SEM/QVSN22V315SEN/QVSN22V315SEO/QVSN22V315SET/QVSN22V315SM/QVSN22V315SN/QVSN22V315SO/QVSN22V315ST,Single V-Lock,Two-Bolt Pillow Block,0883450149747/0883450149754/0883450149785/0883450177528/0883450177962/0883450178020/0883450205139/0883450205511/0883450217552/0883450217934/0883450229975/0883450230353,4.92 in/125 mm,9.41 in/241 mm,5.51 in/140 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,2 in/50 mm,0.875 in/24 mm,4.57 in/116 mm,0.44 in/11.2 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVP22V400S,22222 ,4 in,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp22v400s,Mounted Bearing,22222,4 in,Imperial,QVP22V400SB/QVP22V400SC/QVP22V400SEB/QVP22V400SEC/QVP22V400SEM/QVP22V400SEN/QVP22V400SEO/QVP22V400SET/QVP22V400SM/QVP22V400SN/QVP22V400SO/QVP22V400ST,Single V-Lock,Two-Bolt Pillow Block,0883450111553/0883450111577/0883450111584/0883450111591/0883450170703/0883450171458/0883450202220/0883450202602/0883450214643/0883450215022/0883450227063/0883450227445,4.13 in/104.9 mm,8.65 in/219.7 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,2 in/50.8 mm,1 in/24 mm,4.59 in/116.6 mm,0.33 in/8.4 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPA22V400S,22222 ,4 in,4.94 in / 125.5 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa22v400s,Mounted Bearing,22222,4 in,Imperial,QVPA22V400SB/QVPA22V400SC/QVPA22V400SEB/QVPA22V400SEC/QVPA22V400SEM/QVPA22V400SEN/QVPA22V400SEO/QVPA22V400SET/QVPA22V400SM/QVPA22V400SN/QVPA22V400SO/QVPA22V400ST,Single V-Lock,Two-Bolt Pillow Block,0883450048897/0883450048927/0883450206136/0883450206280/0883450218566/0883450218719/0883450230988/0883450231138/0883450239721/0883450239875/0883450244688/0883450244831,4.94 in/125.5 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.55 in/115.6 mm,0.37 in/9.4 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPL22V400S,22222 ,4 in,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl22v400s,Mounted Bearing,22222,4 in,Imperial,QVPL22V400SB/QVPL22V400SC/QVPL22V400SEB/QVPL22V400SEC/QVPL22V400SEM/QVPL22V400SEN/QVPL22V400SEO/QVPL22V400SET/QVPL22V400SM/QVPL22V400SN/QVPL22V400SO/QVPL22V400ST,Single V-Lock,Two-Bolt Pillow Block,0883450113830/0883450113854/0883450113861/0883450113878/0883450172219/0883450172974/0883450202985/0883450203364/0883450215404/0883450215787/0883450227827/0883450228206,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,1.5 in/38.1 mm,1 in/24 mm,4.59 in/116.6 mm,0.31 in/7.9 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPN22V400S,22222 ,4 in,4.92 in / 125 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn22v400s,Mounted Bearing,22222,4 in,Imperial,QVPN22V400SB/QVPN22V400SC/QVPN22V400SEB/QVPN22V400SEC/QVPN22V400SEM/QVPN22V400SEN/QVPN22V400SEO/QVPN22V400SET/QVPN22V400SM/QVPN22V400SN/QVPN22V400SO/QVPN22V400ST,Single V-Lock,Two-Bolt Pillow Block,0883450058711/0883450058742/0883450205849/0883450205986/0883450218269/0883450218412/0883450230681/0883450230834/0883450239424/0883450239578/0883450244381/0883450244534,4.92 in/125 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.5 in/114.3 mm,0.37 in/9.4 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVSN22V400S,22222 ,4 in,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn22v400s,Mounted Bearing,22222,4 in,Imperial,QVSN22V400SB/QVSN22V400SC/QVSN22V400SEB/QVSN22V400SEC/QVSN22V400SEM/QVSN22V400SEN/QVSN22V400SEO/QVSN22V400SET/QVSN22V400SM/QVSN22V400SMNP/QVSN22V400SN/QVSN22V400SO/QVSN22V400ST,Single V-Lock,Two-Bolt Pillow Block,0883450149846/0883450149853/0883450149884/0883450177535/0883450177979/0883450178037/0883450205146/0883450205528/0883450217569/0883450217941/0883450229982/0883450230360/0883450459068,4.92 in/125 mm,9.41 in/241 mm,5.51 in/140 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,2 in/50 mm,0.875 in/24 mm,4.57 in/116 mm,0.44 in/11.2 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPA26V407S,22226 ,4 7/16 in,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa26v407s,Mounted Bearing,22226,4 7/16 in,Imperial,QVPA26V407SB/QVPA26V407SC/QVPA26V407SEB/QVPA26V407SEC/QVPA26V407SEM/QVPA26V407SEN/QVPA26V407SEO/QVPA26V407SET/QVPA26V407SM/QVPA26V407SN/QVPA26V407SO/QVPA26V407ST,Single V-Lock,Two-Bolt Pillow Block,0883450049191/0883450049221/0883450206150/0883450206303/0883450218580/0883450218733/0883450231008/0883450231152/0883450239745/0883450239899/0883450244701/0883450244855,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,6.03 in/153.2 mm,0.22 in/5.6 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPN26V407S,22226 ,4 7/16 in,5.91 in / 150.1 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn26v407s,Mounted Bearing,22226,4 7/16 in,Imperial,QVPN26V407SB/QVPN26V407SC/QVPN26V407SEB/QVPN26V407SEC/QVPN26V407SEM/QVPN26V407SEN/QVPN26V407SEO/QVPN26V407SET/QVPN26V407SM/QVPN26V407SN/QVPN26V407SO/QVPN26V407ST,Single V-Lock,Two-Bolt Pillow Block,0883450059015/0883450059046/0883450205863/0883450206006/0883450218283/0883450218436/0883450230704/0883450230858/0883450239448/0883450239592/0883450244404/0883450244558,5.91 in/150.1 mm,11.09 in/281.7 mm,6.87 in/174.5 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,5.6 in/142.2 mm,0.22 in/5.6 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVSN26V407S,22226 ,4 7/16 in,5.91 in / 150 mm,14.45 in / 367 mm,15.75 in / 400 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn26v407s,Mounted Bearing,22226,4 7/16 in,Imperial,QVSN26V407SB/QVSN26V407SC/QVSN26V407SEB/QVSN26V407SEC/QVSN26V407SEM/QVSN26V407SEN/QVSN26V407SEO/QVSN26V407SET/QVSN26V407SM/QVSN26V407SN/QVSN26V407SO/QVSN26V407ST,Single V-Lock,Two-Bolt Pillow Block,0883450061049/0883450061117/0883450286916/0883450286992/0883450288439/0883450288514/0883450289955/0883450290036/0883450291477/0883450291552/0883450292993/0883450293075,5.91 in/150 mm,11.02 in/280 mm,6.89 in/175 mm,14.45 in/367 mm,15.75 in/400 mm,17.52 in/445 mm,4.45 in/113 mm,1.92 in/49 mm,0.875 in/24 mm,5.75 in/146 mm,0.07 in/1.8 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPA26V408S,22226 ,4 1/2 in,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa26v408s,Mounted Bearing,22226,4 1/2 in,Imperial,QVPA26V408SB/QVPA26V408SC/QVPA26V408SEB/QVPA26V408SEC/QVPA26V408SEM/QVPA26V408SEN/QVPA26V408SEO/QVPA26V408SET/QVPA26V408SM/QVPA26V408SN/QVPA26V408SO/QVPA26V408ST,Single V-Lock,Two-Bolt Pillow Block,0883450049290/0883450049320/0883450206167/0883450206310/0883450218597/0883450218740/0883450231015/0883450231169/0883450239752/0883450239905/0883450244718/0883450244862,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,6.03 in/153.2 mm,0.22 in/5.6 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPN26V408S,22226 ,4 1/2 in,5.91 in / 150.1 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn26v408s,Mounted Bearing,22226,4 1/2 in,Imperial,QVPN26V408SB/QVPN26V408SC/QVPN26V408SEB/QVPN26V408SEC/QVPN26V408SEM/QVPN26V408SEN/QVPN26V408SEO/QVPN26V408SET/QVPN26V408SM/QVPN26V408SO/QVPN26V408ST,Single V-Lock,Two-Bolt Pillow Block,0883450059114/0883450059145/0883450206013/0883450218290/0883450218443/0883450230711/0883450230865/0883450239455/0883450239608/0883450244411/0883450244565,5.91 in/150.1 mm,11.09 in/281.7 mm,6.87 in/174.5 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,5.6 in/142.2 mm,0.22 in/5.6 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVSN26V408S,22226 ,4 1/2 in,5.91 in / 150 mm,14.45 in / 367 mm,15.75 in / 400 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn26v408s,Mounted Bearing,22226,4 1/2 in,Imperial,QVSN26V408SB/QVSN26V408SC/QVSN26V408SEB/QVSN26V408SEC/QVSN26V408SEM/QVSN26V408SEN/QVSN26V408SEO/QVSN26V408SET/QVSN26V408SM/QVSN26V408SN/QVSN26V408SO/QVSN26V408ST,Single V-Lock,Two-Bolt Pillow Block,0883450061148/0883450061216/0883450286923/0883450287005/0883450288446/0883450288521/0883450289962/0883450290043/0883450291484/0883450291569/0883450293006/0883450293082,5.91 in/150 mm,11.02 in/280 mm,6.89 in/175 mm,14.45 in/367 mm,15.75 in/400 mm,17.52 in/445 mm,4.45 in/113 mm,1.92 in/49 mm,0.875 in/24 mm,5.75 in/146 mm,0.07 in/1.8 mm,5.82 in/147.8 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVPA28V415S,22228 ,4 15/16 in,6 in / 152.4 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa28v415s,Mounted Bearing,22228,4 15/16 in,Imperial,QVPA28V415SB/QVPA28V415SC/QVPA28V415SEB/QVPA28V415SEC/QVPA28V415SEM/QVPA28V415SEN/QVPA28V415SEO/QVPA28V415SET/QVPA28V415SM/QVPA28V415SN/QVPA28V415SO/QVPA28V415ST,Single V-Lock,Two-Bolt Pillow Block,883450420501/883450420518/883450420525/883450420532/883450420549/883450420556/883450420563/883450420570/883450420587/883450420594/883450420600/883450420617,6 in/152.4 mm,11.45 in/290.8 mm,7.48 in/190 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,19.68 in/500 mm,3.37 in/85.6 mm,2.04 in/51.8 mm,1.25 in/30 mm,5.2 in/132.0 mm,-0.19 in/-4.7 mm,5.82 in/147.8 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVPN28V415S,22228 ,4 15/16 in,5.91 in / 150 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn28v415s,Mounted Bearing,22228,4 15/16 in,Imperial,QVPN28V415SB/QVPN28V415SC/QVPN28V415SEB/QVPN28V415SEC/QVPN28V415SEM/QVPN28V415SEN/QVPN28V415SEO/QVPN28V415SET/QVPN28V415SM/QVPN28V415SN/QVPN28V415SO/QVPN28V415ST,Single V-Lock,Two-Bolt Pillow Block,883450423380/883450423397/883450423403/883450423410/883450423427/883450423434/883450423441/883450423458/883450423465/883450423472/883450423489/883450423496,5.91 in/150 mm,11.41 in/290 mm,7.48 in/190 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,19.68 in/500 mm,3.37 in/85.5 mm,1.94 in/49.3 mm,1.25 in/30 mm,5.2 in/132.0 mm,-0.21 in/-5.4 mm,6.02 in/153 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVSN28V415S,22228 ,4 15/16 in,5.91 in / 150 mm,15.83 in / 402 mm,17.13 in / 435 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn28v415s,Mounted Bearing,22228,4 15/16 in,Imperial,QVSN28V415SB/QVSN28V415SC/QVSN28V415SEB/QVSN28V415SEC/QVSN28V415SEM/QVSN28V415SEN/QVSN28V415SEO/QVSN28V415SET/QVSN28V415SM/QVSN28V415SN/QVSN28V415SO/QVSN28V415ST,Single V-Lock,Two-Bolt Pillow Block,0883450097918/0883450098540/0883450107709/0883450107907/0883450114578/0883450114769/0883450129398/0883450130066/0883450138185/0883450138314/0883450357869/0883450357999,5.91 in/150 mm,11.41 in/290 mm,7.48 in/190 mm,15.83 in/402 mm,17.13 in/435 mm,19.68 in/500 mm,4.61 in/117 mm,1.92 in/49 mm,1.25 in/30 mm,5.83 in/148 mm,0.01 in/.25 mm,5.82 in/147.8 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVPA28V500S,22228 ,5 in,6 in / 152.4 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa28v500s,Mounted Bearing,22228,5 in,Imperial,QVPA28V500SB/QVPA28V500SC/QVPA28V500SEB/QVPA28V500SEC/QVPA28V500SEM/QVPA28V500SEN/QVPA28V500SEO/QVPA28V500SET/QVPA28V500SM/QVPA28V500SN/QVPA28V500SO/QVPA28V500ST,Single V-Lock,Two-Bolt Pillow Block,883450420624/883450420631/883450420648/883450420655/883450420662/883450420679/883450420686/883450420693/883450420709/883450420716/883450420723/883450420730,6 in/152.4 mm,11.45 in/290.8 mm,7.48 in/190 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,19.68 in/500 mm,3.37 in/85.6 mm,2.04 in/51.8 mm,1.25 in/30 mm,5.2 in/132.0 mm,-0.19 in/-4.7 mm,5.82 in/147.8 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVPN28V500S,22228 ,5 in,5.91 in / 150 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn28v500s,Mounted Bearing,22228,5 in,Imperial,QVPN28V500SB/QVPN28V500SC/QVPN28V500SEB/QVPN28V500SEC/QVPN28V500SEM/QVPN28V500SEN/QVPN28V500SEO/QVPN28V500SET/QVPN28V500SM/QVPN28V500SN/QVPN28V500SO/QVPN28V500ST,Single V-Lock,Two-Bolt Pillow Block,883450423502/883450423519/883450423526/883450423533/883450423540/883450423557/883450423564/883450423571/883450423588/883450423595/883450423601/883450423618,5.91 in/150 mm,11.41 in/290 mm,7.48 in/190 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,19.68 in/500 mm,3.37 in/85.5 mm,1.94 in/49.3 mm,1.25 in/30 mm,5.2 in/132.0 mm,-0.21 in/-5.4 mm,6.02 in/153 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
