Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension MT,Dimension RTT,Dimension ST,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max,UPC Code
TAASD10K112S,22210 ,1 3/4 in,3.13 in / 79.5 mm,7.56 in / 192 mm,7.94 in / 201.7 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,['Mounted Bearing'],['22210'],['1 3/4 in'],['Imperial'],"['TAASD10K112SB', 'TAASD10K112SC', 'TAASD10K112SEB', 'TAASD10K112SEC', 'TAASD10K112SEM', 'TAASD10K112SEN', 'TAASD10K112SEO', 'TAASD10K112SET', 'TAASD10K112SM', 'TAASD10K112SN', 'TAASD10K112SO', 'TAASD10K112ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.13 in', '79.5 mm']","['5.5 in', '139.7 mm']","['2.76 in', '70.1 mm']","['7.56 in', '192 mm']","['7.94 in', '201.7 mm']","['9.5 in', '241.3 mm']","['2.03 in', '51.7 mm']","['1.25 in', '31.8 mm']","['0.5 in', '12 mm']","['2.34 in', '59.4 mm']","['1.43 in', '36.3 mm']","['0.36 in', '9.2 mm']","['2.64 in', '71.3 mm']","['26600 lbf', '118000 N']","['26300 lbf', '117000 N']",['0.24'],['2.84'],['4.23'],['2400 rpm'],['4200 rpm'],['1800 rpm'],['2400 rpm'],['3550 rpm'],['1800 rpm'],"['0.050 in', '1.270 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']",
TAADI10K112S,22210 ,1 3/4 in,2.88 in / 73.2 mm,7.38 in / 187.5 mm,7.94 in / 201.7 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,['Mounted Bearing'],['22210'],['1 3/4 in'],['Imperial'],"['TAADI10K112SB', 'TAADI10K112SC', 'TAADI10K112SEB', 'TAADI10K112SEC', 'TAADI10K112SEM', 'TAADI10K112SEN', 'TAADI10K112SEO', 'TAADI10K112SET', 'TAADI10K112SM', 'TAADI10K112SN', 'TAADI10K112SO', 'TAADI10K112ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['2.88 in', '73.2 mm']","['5.46 in', '138.7 mm']","['2.76 in', '70.1 mm']","['7.38 in', '187.5 mm']","['7.94 in', '201.7 mm']","['10 in', '254 mm']","['2.03 in', '51.7 mm']","['1.25 in', '31.8 mm']","['0.5 in', '12 mm']","['2.57 in', '65.3 mm']","['1.43 in', '36.3 mm']","['0.36 in', '9.2 mm']","['2.64 in', '71.3 mm']","['26600 lbf', '118000 N']","['26300 lbf', '117000 N']",['0.24'],['2.84'],['4.23'],['2400 rpm'],['4200 rpm'],['1800 rpm'],['2400 rpm'],['3550 rpm'],['1800 rpm'],"['0.050 in', '1.270 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']",
TAAPN10K112S,22210 ,1 3/4 in,2.362 in / 60 mm,6.5 in / 165.1 mm,7 in / 177.8 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,['Mounted Bearing'],['22210'],['1 3/4 in'],['Imperial'],,['Tapered Adapter'],['Two-Bolt Pillow Block'],"['2.362 in', '60 mm']","['4.73 in', '120.1 mm']","['2.76 in', '70.1 mm']","['6.5 in', '165.1 mm']","['7 in', '177.8 mm']","['8.25 in', '209.6 mm']","['2.16 in', '54.9 mm']","['1.11 in', '28.2 mm']","['0.5 in', '12 mm']","['2.4 in', '61 mm']","['1.48 in', '37.6 mm']","['0.25 in', '6.3 mm']","['2.81 in', '71.33 mm']","['26600 lbf', '118000 N']","['26300 lbf', '117000 N']",['0.24'],['2.84'],['4.23'],['2400 rpm'],['4200 rpm'],['1800 rpm'],['2400 rpm'],['3550 rpm'],['1800 rpm'],"['0.050 in', '1.270 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']",
TAAPA10K112S,22210 ,1 3/4 in,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7 in / 177.8 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,['Mounted Bearing'],['22210'],['1 3/4 in'],['Imperial'],,['Tapered Adapter'],['Two-Bolt Pillow Block'],"['2.5 in', '63.5 mm']","['4.87 in', '123.7 mm']","['2.76 in', '70.1 mm']","['6.5 in', '165.1 mm']","['7 in', '177.8 mm']","['8.25 in', '209.6 mm']","['2.16 in', '54.9 mm']","['1.25 in', '31.8 mm']","['0.5 in', '12 mm']","['2.4 in', '61 mm']","['1.48 in', '37.6 mm']","['0.25 in', '6.3 mm']","['2.81 in', '71.33 mm']","['26600 lbf', '118000 N']","['26300 lbf', '117000 N']",['0.24'],['2.84'],['4.23'],['2400 rpm'],['4200 rpm'],['1800 rpm'],['2400 rpm'],['3550 rpm'],['1800 rpm'],"['0.050 in', '1.270 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']",
DAAP10K112S,22210 ,1 3/4 in,2.25 in / 57.2 mm,6.25 in / 158.8 mm,7.12 in / 180.8 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,['Mounted Bearing'],['22210'],['1 3/4 in'],['Imperial'],"['DAAP10K112SB', 'DAAP10K112SC', 'DAAP10K112SEB', 'DAAP10K112SEC', 'DAAP10K112SEM', 'DAAP10K112SEN', 'DAAP10K112SEO', 'DAAP10K112SET', 'DAAP10K112SM', 'DAAP10K112SN', 'DAAP10K112SO', 'DAAP10K112ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['2.25 in', '57.2 mm']","['4.62 in', '117.3 mm']","['2.76 in', '70.1 mm']","['6.25 in', '158.8 mm']","['7.12 in', '180.8 mm']","['8.88 in', '225.6 mm']","['2.16 in', '54.9 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['2.4 in', '61 mm']","['1.48 in', '37.6 mm']","['0.25 in', '6.3 mm']","['2.81 in', '71.33 mm']","['26600 lbf', '118000 N']","['26300 lbf', '117000 N']",['0.24'],['2.84'],['4.23'],['2400 rpm'],['4200 rpm'],['1800 rpm'],['2400 rpm'],['3550 rpm'],['1800 rpm'],"['0.050 in', '1.270 mm']","['0.0015 in', '0.038 mm']",['0.0016'],['0.0026'],"['0.0016 in', '0.040 mm']","['0.0026 in', '0.065 mm']",
DAAP11K200S,22211 ,2 in,2.25 in / 57.2 mm,6 in / 152.4 mm,7.13 in / 181.1 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,['Mounted Bearing'],['22211'],['2 in'],['Imperial'],"['DAAP11K200SB', 'DAAP11K200SC', 'DAAP11K200SEB', 'DAAP11K200SEC', 'DAAP11K200SEM', 'DAAP11K200SEN', 'DAAP11K200SEO', 'DAAP11K200SET', 'DAAP11K200SM', 'DAAP11K200SN', 'DAAP11K200SO', 'DAAP11K200ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['2.25 in', '57.2 mm']","['4.86 in', '123.4 mm']","['2.95 in', '74.9 mm']","['6 in', '152.4 mm']","['7.13 in', '181.1 mm']","['8.88 in', '225.6 mm']","['2.43 in', '61.7 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['2.62 in', '66.5 mm']","['1.4 in', '35.6 mm']","['0.25 in', '6.4 mm']","['3.01 in', '76.33 mm']","['31900 lbf', '142000 N']","['31400 lbf', '140000 N']",['0.23'],['2.95'],['4.40'],['2200 rpm'],['3800 rpm'],['1800 rpm'],['2200 rpm'],['3200 rpm'],['1600 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']","['0883450007726', '0883450007733', '0883450007757', '0883450007764', '0883450007771', '0883450007788', '0883450007795', '0883450007801', '0883450195645', '0883450195843', '0883450273152', '0883450273350']"
TAAPA11K200S,22211 ,2 in,2.75 in / 69.9 mm,6.5 in / 165.1 mm,8.7 in / 221 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,['Mounted Bearing'],['22211'],['2 in'],['Imperial'],"['TAAPA11K200SB', 'TAAPA11K200SC', 'TAAPA11K200SEB', 'TAAPA11K200SEC', 'TAAPA11K200SEM', 'TAAPA11K200SEN', 'TAAPA11K200SEO', 'TAAPA11K200SET', 'TAAPA11K200SM', 'TAAPA11K200SN', 'TAAPA11K200SO', 'TAAPA11K200ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['2.75 in', '69.9 mm']","['5.33 in', '135.4 mm']","['2.95 in', '74.9 mm']","['6.5 in', '165.1 mm']","['8.7 in', '221 mm']","['9.88 in', '251 mm']","['2.38 in', '60.5 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['2.59 in', '65.8 mm']","['1.4 in', '35.6 mm']","['0.27 in', '6.86 mm']","['3.01 in', '76.33 mm']","['31900 lbf', '142000 N']","['31400 lbf', '140000 N']",['0.23'],['2.95'],['4.40'],['2200 rpm'],['3800 rpm'],['1800 rpm'],['2200 rpm'],['3200 rpm'],['1600 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']","['0883450124577', '0883450124584', '0883450124607', '0883450124614', '0883450124621', '0883450124638', '0883450124645', '0883450124652', '0883450197656', '0883450197854', '0883450275156', '0883450275354']"
TAAPN11K200S,22211 ,2 in,2.75 in / 69.9 mm,6.5 in / 165.1 mm,8.7 in / 221 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,['Mounted Bearing'],['22211'],['2 in'],['Imperial'],"['TAAPN11K200SB', 'TAAPN11K200SC', 'TAAPN11K200SEB', 'TAAPN11K200SEC', 'TAAPN11K200SEM', 'TAAPN11K200SEN', 'TAAPN11K200SEO', 'TAAPN11K200SET', 'TAAPN11K200SM', 'TAAPN11K200SN', 'TAAPN11K200SO', 'TAAPN11K200ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['2.75 in', '69.9 mm']","['5.33 in', '135.4 mm']","['2.95 in', '74.9 mm']","['6.5 in', '165.1 mm']","['8.7 in', '221 mm']","['9.88 in', '251 mm']","['2.38 in', '60.5 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['2.59 in', '65.8 mm']","['1.4 in', '35.6 mm']","['0.27 in', '6.86 mm']","['3.01 in', '76.33 mm']","['31900 lbf', '142000 N']","['31400 lbf', '140000 N']",['0.23'],['2.95'],['4.40'],['2200 rpm'],['3800 rpm'],['1800 rpm'],['2200 rpm'],['3200 rpm'],['1600 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']","['0883450132329', '0883450132336', '0883450132350', '0883450132367', '0883450132374', '0883450132381', '0883450132398', '0883450132404', '0883450197243', '0883450197458', '0883450274753', '0883450274951']"
TAASD11K200S,22211 ,2 in,3.25 in / 82.6 mm,8.25 in / 209.6 mm,9.25 in / 235 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,['Mounted Bearing'],['22211'],['2 in'],['Imperial'],"['TAASD11K200SB', 'TAASD11K200SC', 'TAASD11K200SEB', 'TAASD11K200SEC', 'TAASD11K200SEM', 'TAASD11K200SEN', 'TAASD11K200SEO', 'TAASD11K200SET', 'TAASD11K200SM', 'TAASD11K200SN', 'TAASD11K200SO', 'TAASD11K200ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.25 in', '82.6 mm']","['5.83 in', '148.1 mm']","['2.95 in', '74.9 mm']","['8.25 in', '209.6 mm']","['9.25 in', '235 mm']","['11 in', '279.4 mm']","['2.26 in', '57.5 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['2.53 in', '64.3 mm']","['1.55 in', '39.4 mm']","['0.32 in', '8.2 mm']","['2.8 in', '76.3 mm']","['31900 lbf', '142000 N']","['31400 lbf', '140000 N']",['0.23'],['2.95'],['4.40'],['2200 rpm'],['3800 rpm'],['1800 rpm'],['2200 rpm'],['3200 rpm'],['1600 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']",
TAADI11K200S,22211 ,2 in,2.88 in / 73.2 mm,7.38 in / 187.5 mm,7.94 in / 201.7 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,['Mounted Bearing'],['22211'],['2 in'],['Imperial'],"['TAADI11K200SB', 'TAADI11K200SC', 'TAADI11K200SEB', 'TAADI11K200SEC', 'TAADI11K200SEM', 'TAADI11K200SEN', 'TAADI11K200SEO', 'TAADI11K200SET', 'TAADI11K200SM', 'TAADI11K200SN', 'TAADI11K200SO', 'TAADI11K200ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['2.88 in', '73.2 mm']","['5.46 in', '138.7 mm']","['2.95 in', '74.9 mm']","['7.38 in', '187.5 mm']","['7.94 in', '201.7 mm']","['10 in', '254 mm']","['2.26 in', '57.5 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['2.53 in', '64.3 mm']","['1.55 in', '39.4 mm']","['0.32 in', '8.2 mm']","['2.8 in', '76.3 mm']","['31900 lbf', '142000 N']","['31400 lbf', '140000 N']",['0.23'],['2.95'],['4.40'],['2200 rpm'],['3800 rpm'],['1800 rpm'],['2200 rpm'],['3200 rpm'],['1600 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']",
DAAP13K203S,22213 ,2 3/16 in,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.87 in / 199.9 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['2 3/16 in'],['Imperial'],"['DAAP13K203SB', 'DAAP13K203SC', 'DAAP13K203SEB', 'DAAP13K203SEC', 'DAAP13K203SEM', 'DAAP13K203SEN', 'DAAP13K203SEO', 'DAAP13K203SET', 'DAAP13K203SM', 'DAAP13K203SN', 'DAAP13K203SO', 'DAAP13K203ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['2.5 in', '63.5 mm']","['5.47 in', '138.9 mm']","['3.35 in', '85.1 mm']","['6.5 in', '165.1 mm']","['7.87 in', '199.9 mm']","['9.63 in', '244.6 mm']","['2.78 in', '70.6 mm']","['1.29 in', '32.8 mm']","['0.625 in', '16 mm']","['2.95 in', '74.9 mm']","['1.56 in', '39.6 mm']","['0.15 in', '3.8 mm']","['3.26 in', '82.83 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']","['0883450007924', '0883450007931', '0883450007955', '0883450007962', '0883450007979', '0883450007986', '0883450007993', '0883450008006', '0883450195669', '0883450195867', '0883450273176', '0883450273374']"
TAAPA13K203S,22213 ,2 3/16 in,3 in / 76.2 mm,7.2 in / 182.9 mm,9.2 in / 233.7 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['2 3/16 in'],['Imperial'],"['TAAPA13K203SB', 'TAAPA13K203SC', 'TAAPA13K203SEB', 'TAAPA13K203SEC', 'TAAPA13K203SEM', 'TAAPA13K203SEN', 'TAAPA13K203SEO', 'TAAPA13K203SET', 'TAAPA13K203SM', 'TAAPA13K203SN', 'TAAPA13K203SO', 'TAAPA13K203ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3 in', '76.2 mm']","['5.95 in', '151.1 mm']","['3.35 in', '85.1 mm']","['7.2 in', '182.9 mm']","['9.2 in', '233.7 mm']","['10.31 in', '261.9 mm']","['2.7 in', '68.6 mm']","['1.23 in', '31.2 mm']","['0.625 in', '16 mm']","['2.91 in', '73.9 mm']","['1.56 in', '39.6 mm']","['0.19 in', '4.83 mm']","['3.26 in', '82.83 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']","['0883450124775', '0883450124782', '0883450124805', '0883450124812', '0883450124829', '0883450124836', '0883450124843', '0883450124850', '0883450197670', '0883450197878', '0883450275170', '0883450275378']"
TAAPKT13K203S,22213 ,2 3/16 in,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 223 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['2 3/16 in'],['Imperial'],"['TAAPKT13K203SB', 'TAAPKT13K203SC', 'TAAPKT13K203SEB', 'TAAPKT13K203SEC', 'TAAPKT13K203SEM', 'TAAPKT13K203SEN', 'TAAPKT13K203SEO', 'TAAPKT13K203SET', 'TAAPKT13K203SM', 'TAAPKT13K203SN', 'TAAPKT13K203SO', 'TAAPKT13K203ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3 in', '76.2 mm']","['6.05 in', '153.7 mm']","['3.35 in', '85.1 mm']","['7.66 in', '194.6 mm']","['8.78 in', '223 mm']","['11.25 in', '285.8 mm']","['2.9 in', '73.7 mm']","['1.38 in', '35.1 mm']","['0.75 in', '20 mm']","['3.01 in', '76.5 mm']","['1.56 in', '39.6 mm']","['0.09 in', '2.29 mm']","['3.26 in', '82.83 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']","['0883450308397', '0883450308403', '0883450308410', '0883450308427', '0883450308434', '0883450308441', '0883450308458', '0883450308465', '0883450308472', '0883450308489', '0883450308496', '0883450308502']"
TAAPN13K203S,22213 ,2 3/16 in,3.15 in / 80 mm,7.2 in / 182.9 mm,9.2 in / 233.7 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['2 3/16 in'],['Imperial'],"['TAAPN13K203SB', 'TAAPN13K203SC', 'TAAPN13K203SEB', 'TAAPN13K203SEC', 'TAAPN13K203SEM', 'TAAPN13K203SEN', 'TAAPN13K203SEO', 'TAAPN13K203SET', 'TAAPN13K203SM', 'TAAPN13K203SN', 'TAAPN13K203SO', 'TAAPN13K203ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.15 in', '80 mm']","['6.1 in', '154.9 mm']","['3.35 in', '85.1 mm']","['7.2 in', '182.9 mm']","['9.2 in', '233.7 mm']","['10.31 in', '261.9 mm']","['2.7 in', '68.6 mm']","['1.38 in', '35.1 mm']","['0.625 in', '16 mm']","['2.91 in', '73.9 mm']","['1.56 in', '39.6 mm']","['0.19 in', '4.83 mm']","['3.26 in', '82.83 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']","['0883450132527', '0883450132534', '0883450132558', '0883450132565', '0883450132572', '0883450132589', '0883450132596', '0883450132602', '0883450197267', '0883450197472', '0883450274777', '0883450274975']"
TAASD13K203S,22213 ,2 3/16 in,3.75 in / 95.3 mm,9.13 in / 231.9 mm,10.38 in / 263.7 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['2 3/16 in'],['Imperial'],"['TAASD13K203SB', 'TAASD13K203SC', 'TAASD13K203SEB', 'TAASD13K203SEC', 'TAASD13K203SEM', 'TAASD13K203SEN', 'TAASD13K203SEO', 'TAASD13K203SET', 'TAASD13K203SM', 'TAASD13K203SN', 'TAASD13K203SO', 'TAASD13K203ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3.75 in', '95.3 mm']","['6.7 in', '170.2 mm']","['3.35 in', '85.1 mm']","['9.13 in', '231.9 mm']","['10.38 in', '263.7 mm']","['12 in', '304.8 mm']","['2.78 in', '70.7 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['2.95 in', '75 mm']","['1.67 in', '42.4 mm']","['0.2 in', '5.1 mm']","['3.12 in', '82.8 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']",
TAADI13K203S,22213 ,2 3/16 in,3 in / 76.2 mm,8 in / 203.2 mm,9.25 in / 235 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['2 3/16 in'],['Imperial'],"['TAADI13K203SB', 'TAADI13K203SC', 'TAADI13K203SEB', 'TAADI13K203SEC', 'TAADI13K203SEM', 'TAADI13K203SEN', 'TAADI13K203SEO', 'TAADI13K203SET', 'TAADI13K203SM', 'TAADI13K203SN', 'TAADI13K203SO', 'TAADI13K203ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3 in', '76.2 mm']","['5.95 in', '151.1 mm']","['3.35 in', '85.1 mm']","['8 in', '203.2 mm']","['9.25 in', '235 mm']","['11 in', '279.4 mm']","['2.78 in', '70.71 mm']","['1.25 in', '31.8 mm']","['0.625 in', '16 mm']","['3.06 in', '77.7 mm']","['1.67 in', '42.4 mm']","['0.2 in', '5 mm']","['3.12 in', '82.8 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']",
DAAP13K204S,22213 ,2 1/4 in,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.87 in / 199.9 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['2 1/4 in'],['Imperial'],"['DAAP13K204SB', 'DAAP13K204SC', 'DAAP13K204SEB', 'DAAP13K204SEC', 'DAAP13K204SEM', 'DAAP13K204SEN', 'DAAP13K204SEO', 'DAAP13K204SET', 'DAAP13K204SM', 'DAAP13K204SN', 'DAAP13K204SO', 'DAAP13K204ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['2.5 in', '63.5 mm']","['5.47 in', '138.9 mm']","['3.35 in', '85.1 mm']","['6.5 in', '165.1 mm']","['7.87 in', '199.9 mm']","['9.63 in', '244.6 mm']","['2.78 in', '70.6 mm']","['1.29 in', '32.8 mm']","['0.625 in', '16 mm']","['2.95 in', '74.9 mm']","['1.56 in', '39.6 mm']","['0.15 in', '3.8 mm']","['3.26 in', '82.83 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']","['0883450008020', '0883450008037', '0883450008051', '0883450008068', '0883450008075', '0883450008082', '0883450008099', '0883450008105', '0883450195676', '0883450195874', '0883450273183', '0883450273381']"
TAAPA13K204S,22213 ,2 1/4 in,3 in / 76.2 mm,7.2 in / 182.9 mm,9.2 in / 233.7 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,['Mounted Bearing'],['22213'],['2 1/4 in'],['Imperial'],"['TAAPA13K204SB', 'TAAPA13K204SC', 'TAAPA13K204SEB', 'TAAPA13K204SEC', 'TAAPA13K204SEM', 'TAAPA13K204SEN', 'TAAPA13K204SEO', 'TAAPA13K204SET', 'TAAPA13K204SM', 'TAAPA13K204SN', 'TAAPA13K204SO', 'TAAPA13K204ST']",['Tapered Adapter'],['Two-Bolt Pillow Block'],"['3 in', '76.2 mm']","['5.95 in', '151.1 mm']","['3.35 in', '85.1 mm']","['7.2 in', '182.9 mm']","['9.2 in', '233.7 mm']","['10.31 in', '261.9 mm']","['2.7 in', '68.6 mm']","['1.23 in', '31.2 mm']","['0.625 in', '16 mm']","['2.91 in', '73.9 mm']","['1.56 in', '39.6 mm']","['0.19 in', '4.83 mm']","['3.26 in', '82.83 mm']","['48600 lbf', '216000 N']","['46400 lbf', '206000 N']",['0.24'],['2.79'],['4.15'],['1800 rpm'],['3200 rpm'],['1500 rpm'],['1800 rpm'],['2800 rpm'],['1500 rpm'],"['0.050 in', '1.270 mm']","['0.0030 in', '0.076 mm']",,,"['0.0030 in', '0.075 mm']","['0.0037 in', '0.094 mm']","['0883450124874', '0883450124881', '0883450124904', '0883450124911', '0883450124928', '0883450124935', '0883450124942', '0883450124959', '0883450197687', '0883450197885', '0883450275187', '0883450275385']"
