Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension K,Dimension L,Dimension M,Dimension R,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QMPL11J204S,22211 ,2 1/4 in,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.06 in / 179.3 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl11j204s,Mounted Bearing,22211,2 1/4 in,Imperial,QMPL11J204SB/QMPL11J204SC/QMPL11J204SEB/QMPL11J204SEC/QMPL11J204SEM/QMPL11J204SEN/QMPL11J204SEO/QMPL11J204SET/QMPL11J204SM/QMPL11J204SN/QMPL11J204SO/QMPL11J204ST,Eccentric,Two-Bolt Pillow Block,0883450087322/0883450087339/0883450087353/0883450087360/0883450087377/0883450087384/0883450087391/0883450087407/0883450155069/0883450155403/0883450250016/0883450250351,2.5 in/63.5 mm,5.25 in/133.4 mm,2.99 in/75.9 mm,6.5 in/165.1 mm,7.06 in/179.3 mm,8.88 in/225.6 mm,2.58 in/65.5 mm,1.25 in/31.8 mm,0.625 in/16 mm,1.12 in/28.4 mm,3.28 in/83.3 mm,2 in/50.8 mm,0.17 in/4.3 mm,3.12 in/79.2 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1600 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMPMD11J204S,22211 ,2 1/4 in,2.75 in / 69.9 mm,6.88 in / 174.8 mm,7.94 in / 201.7 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpmd11j204s,Mounted Bearing,22211,2 1/4 in,Imperial,,Eccentric,Two-Bolt Pillow Block,,2.75 in/69.9 mm,5.5 in/139.7 mm,3.25 in/82.6 mm,6.88 in/174.8 mm,7.94 in/201.7 mm,9.5 in/241.3 mm,2.63 in/66.8 mm,1.5 in/38.1 mm,0.625 in/16 mm,1.13 in/28.7 mm,3.32 in/84.3 mm,2 in/50.8 mm,0.19 in/4.8 mm,3.13 in/79.5 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1600 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMSN11J204S,22211 ,2 1/4 in,2.76 in / 70 mm,7.2 in / 183 mm,8.5 in / 216 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn11j204s-3,Mounted Bearing,22211,2 1/4 in,Imperial,QMSN11J204SB/QMSN11J204SC/QMSN11J204SEB/QMSN11J204SEC/QMSN11J204SEM/QMSN11J204SEN/QMSN11J204SEO/QMSN11J204SET/QMSN11J204SM/QMSN11J204SN/QMSN11J204SO/QMSN11J204ST,Eccentric,Two-Bolt Pillow Block,0883450096928/0883450096935/0883450096959/0883450096966/0883450096973/0883450096980/0883450096997/0883450097000/0883450160872/0883450161237/0883450253536/0883450253925,2.76 in/70 mm,5.55 in/141 mm,2.99 in/76 mm,7.2 in/183 mm,8.5 in/216 mm,10 in/254 mm,2.68 in/68 mm,0.98 in/25 mm,0.625 in/16 mm,1.14 in/29 mm,3.35 in/85 mm,2.01 in/51 mm,0.24 in/6 mm,3.15 in/80 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1600 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMSN13J207S,22213 ,2 7/16 in,3.15 in / 80 mm,7.72 in / 196 mm,9.25 in / 235 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn13j207s-3,Mounted Bearing,22213,2 7/16 in,Imperial,QMSN13J207SB/QMSN13J207SC/QMSN13J207SEB/QMSN13J207SEC/QMSN13J207SEM/QMSN13J207SEN/QMSN13J207SEO/QMSN13J207SET/QMSN13J207SM/QMSN13J207SN/QMSN13J207SO/QMSN13J207ST,Eccentric,Two-Bolt Pillow Block,0883450097222/0883450097239/0883450097253/0883450097260/0883450097277/0883450097284/0883450097291/0883450097307/0883450160902/0883450161268/0883450253567/0883450253956,3.15 in/80 mm,6.18 in/157 mm,3.62 in/92 mm,7.72 in/196 mm,9.25 in/235 mm,10.83 in/275 mm,2.91 in/74 mm,1.38 in/35 mm,0.625 in/16 mm,1.22 in/31 mm,3.58 in/91 mm,2.17 in/55 mm,0.2 in/5 mm,3.39 in/86 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMP13J207S,22213 ,2 7/16 in,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp13j207s,Mounted Bearing,22213,2 7/16 in,Imperial,QMP13J207SB/QMP13J207SC/QMP13J207SEB/QMP13J207SEC/QMP13J207SEM/QMP13J207SEN/QMP13J207SEO/QMP13J207SET/QMP13J207SETHT/QMP13J207SM/QMP13J207SMNG/QMP13J207SN/QMP13J207SO/QMP13J207ST/QMP13J207STHT,Eccentric,Two-Bolt Pillow Block,0883450081320/0883450081337/0883450081351/0883450081368/0883450081375/0883450081382/0883450081399/0883450081405/0883450154390/0883450154734/0883450249362/0883450249706/0883450493314/0883450493321/0883450960908,2.75 in/69.9 mm,5.8 in/147.3 mm,3.62 in/91.9 mm,6.88 in/174.8 mm,8.63 in/219.2 mm,10.25 in/260.4 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,1.24 in/31.5 mm,3.59 in/91.2 mm,2.13 in/54.1 mm,0.21 in/5.3 mm,3.37 in/85.6 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMPL13J207S,22213 ,2 7/16 in,2.75 in / 69.9 mm,6.81 in / 173 mm,7.44 in / 189 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl13j207s,Mounted Bearing,22213,2 7/16 in,Imperial,QMPL13J207SB/QMPL13J207SC/QMPL13J207SEB/QMPL13J207SEC/QMPL13J207SEM/QMPL13J207SEN/QMPL13J207SEO/QMPL13J207SET/QMPL13J207SM/QMPL13J207SN/QMPL13J207SO/QMPL13J207ST/QMPL13J207STNG/QMPL13J207STNP,Eccentric,Two-Bolt Pillow Block,0883450087520/0883450087537/0883450087551/0883450087568/0883450087575/0883450087582/0883450087599/0883450087605/0883450155076/0883450155410/0883450250047/0883450250382/0883450457439/0883450960588,2.75 in/69.9 mm,5.8 in/147.3 mm,3.62 in/91.9 mm,6.81 in/173 mm,7.44 in/189 mm,9.25 in/235 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,1.24 in/31.5 mm,3.58 in/90.9 mm,2.13 in/54.1 mm,0.21 in/5.3 mm,3.37 in/85.6 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMPXT13J207S,22213 ,2 7/16 in,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 223 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpxt13j207s,Mounted Bearing,22213,2 7/16 in,Imperial,QMPXT13J207SB/QMPXT13J207SC/QMPXT13J207SEB/QMPXT13J207SEC/QMPXT13J207SEM/QMPXT13J207SEN/QMPXT13J207SEO/QMPXT13J207SET/QMPXT13J207SM/QMPXT13J207SN/QMPXT13J207SO/QMPXT13J207ST,Eccentric,Two-Bolt Pillow Block,0883450140874/0883450140881/0883450140898/0883450140904/0883450140911/0883450140928/0883450140935/0883450140942/0883450159135/0883450159227/0883450252423/0883450252522,3 in/76.2 mm,6.05 in/153.7 mm,3.62 in/91.9 mm,7.66 in/194.6 mm,8.78 in/223 mm,11.25 in/285.8 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.75 in/20 mm,1.24 in/31.5 mm,3.6 in/91.4 mm,2.13 in/54.1 mm,0.21 in/5.3 mm,3.37 in/85.6 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMPMD13J207S,22213 ,2 7/16 in,3 in / 76.2 mm,7.5 in / 190.5 mm,8.5 in / 215.9 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpmd13j207s,Mounted Bearing,22213,2 7/16 in,Imperial,,Eccentric,Two-Bolt Pillow Block,,3 in/76.2 mm,6 in/152.4 mm,3.81 in/96.8 mm,7.5 in/190.5 mm,8.5 in/215.9 mm,10.75 in/273.1 mm,2.9 in/73.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,1.24 in/31.5 mm,3.6 in/91.4 mm,2.15 in/54.6 mm,0.21 in/5.3 mm,3.39 in/86.1 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMP13J208S,22213 ,2 1/2 in,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp13j208s,Mounted Bearing,22213,2 1/2 in,Imperial,QMP13J208SB/QMP13J208SC/QMP13J208SEB/QMP13J208SEC/QMP13J208SEM/QMP13J208SEN/QMP13J208SEO/QMP13J208SET/QMP13J208SM/QMP13J208SN/QMP13J208SO/QMP13J208ST/QMP13J208STSLA,Eccentric,Two-Bolt Pillow Block,0883450081429/0883450081436/0883450081450/0883450081467/0883450081474/0883450081481/0883450081498/0883450081504/0883450154406/0883450154741/0883450249379/0883450249713/0883450472746,2.75 in/69.9 mm,5.8 in/147.3 mm,3.62 in/91.9 mm,6.88 in/174.8 mm,8.63 in/219.2 mm,10.25 in/260.4 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,1.24 in/31.5 mm,3.59 in/91.2 mm,2.13 in/54.1 mm,0.21 in/5.3 mm,3.37 in/85.6 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMPL13J208S,22213 ,2 1/2 in,2.75 in / 69.9 mm,6.81 in / 173 mm,7.44 in / 189 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl13j208s,Mounted Bearing,22213,2 1/2 in,Imperial,QMPL13J208SB/QMPL13J208SC/QMPL13J208SEB/QMPL13J208SEC/QMPL13J208SEM/QMPL13J208SEN/QMPL13J208SEO/QMPL13J208SET/QMPL13J208SM/QMPL13J208SN/QMPL13J208SO/QMPL13J208ST,Eccentric,Two-Bolt Pillow Block,0883450087629/0883450087636/0883450087650/0883450087667/0883450087674/0883450087681/0883450087698/0883450087704/0883450155083/0883450155427/0883450250054/0883450250399,2.75 in/69.9 mm,5.8 in/147.3 mm,3.62 in/91.9 mm,6.81 in/173 mm,7.44 in/189 mm,9.25 in/235 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,1.24 in/31.5 mm,3.58 in/90.9 mm,2.13 in/54.1 mm,0.21 in/5.3 mm,3.37 in/85.6 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMPXT13J208S,22213 ,2 1/2 in,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 223 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpxt13j208s,Mounted Bearing,22213,2 1/2 in,Imperial,QMPXT13J208SB/QMPXT13J208SC/QMPXT13J208SEB/QMPXT13J208SEC/QMPXT13J208SEM/QMPXT13J208SEN/QMPXT13J208SEO/QMPXT13J208SET/QMPXT13J208SM/QMPXT13J208SN/QMPXT13J208SO/QMPXT13J208ST,Eccentric,Two-Bolt Pillow Block,0883450140973/0883450140997/0883450141000/0883450141017/0883450141024/0883450141031/0883450141048/0883450159142/0883450159234/0883450159319/0883450252430/0883450252539,3 in/76.2 mm,6.05 in/153.7 mm,3.62 in/91.9 mm,7.66 in/194.6 mm,8.78 in/223 mm,11.25 in/285.8 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.75 in/20 mm,1.24 in/31.5 mm,3.6 in/91.4 mm,2.13 in/54.1 mm,0.21 in/5.3 mm,3.37 in/85.6 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMPMD13J208S,22213 ,2 1/2 in,3 in / 76.2 mm,7.5 in / 190.5 mm,8.5 in / 215.9 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpmd13j208s,Mounted Bearing,22213,2 1/2 in,Imperial,,Eccentric,Two-Bolt Pillow Block,,3 in/76.2 mm,6 in/152.4 mm,3.81 in/96.8 mm,7.5 in/190.5 mm,8.5 in/215.9 mm,10.75 in/273.1 mm,2.9 in/73.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,1.24 in/31.5 mm,3.6 in/91.4 mm,2.15 in/54.6 mm,0.21 in/5.3 mm,3.39 in/86.1 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMSN13J208S,22213 ,2 1/2 in,3.15 in / 80 mm,7.72 in / 196 mm,9.25 in / 235 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn13j208s-3,Mounted Bearing,22213,2 1/2 in,Imperial,QMSN13J208SB/QMSN13J208SC/QMSN13J208SEB/QMSN13J208SEC/QMSN13J208SEM/QMSN13J208SEN/QMSN13J208SEO/QMSN13J208SET/QMSN13J208SM/QMSN13J208SN/QMSN13J208SO/QMSN13J208ST,Eccentric,Two-Bolt Pillow Block,0883450097321/0883450097338/0883450097352/0883450097369/0883450097376/0883450097383/0883450097390/0883450097406/0883450160919/0883450161275/0883450253574/0883450253963,3.15 in/80 mm,6.18 in/157 mm,3.62 in/92 mm,7.72 in/196 mm,9.25 in/235 mm,10.83 in/275 mm,2.91 in/74 mm,1.38 in/35 mm,0.625 in/16 mm,1.22 in/31 mm,3.58 in/91 mm,2.17 in/55 mm,0.2 in/5 mm,3.39 in/86 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QMSN15J211S,22215 ,2 11/16 in,3.74 in / 95 mm,9.49 in / 241 mm,10.98 in / 279 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmsn15j211s-3,Mounted Bearing,22215,2 11/16 in,Imperial,QMSN15J211SB/QMSN15J211SBNG/QMSN15J211SC/QMSN15J211SCNG/QMSN15J211SEB/QMSN15J211SEC/QMSN15J211SEM/QMSN15J211SEN/QMSN15J211SEO/QMSN15J211SET/QMSN15J211SM/QMSN15J211SN/QMSN15J211SO/QMSN15J211ST/QMSN15J211STNG,Eccentric,Two-Bolt Pillow Block,0883450097628/0883450097635/0883450097659/0883450097666/0883450097673/0883450097680/0883450097697/0883450097703/0883450160933/0883450161299/0883450253598/0883450253987/0883450462549/0883450462556/0883450462594,3.74 in/95 mm,7.2 in/183 mm,4.02 in/102 mm,9.49 in/241 mm,10.98 in/279 mm,12.44 in/316 mm,2.99 in/76 mm,1.34 in/34 mm,0.75 in/20 mm,1.26 in/32 mm,3.86 in/98 mm,2.36 in/60 mm,0.24 in/6 mm,3.62 in/92 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMP15J211S,22215 ,2 11/16 in,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp15j211s,Mounted Bearing,22215,2 11/16 in,Imperial,QMP15J211SB/QMP15J211SC/QMP15J211SEB/QMP15J211SEC/QMP15J211SEM/QMP15J211SEN/QMP15J211SEO/QMP15J211SET/QMP15J211SETHT/QMP15J211SM/QMP15J211SMNP/QMP15J211SN/QMP15J211SO/QMP15J211ST/QMP15J211STHT,Eccentric,Two-Bolt Pillow Block,0883450081726/0883450081733/0883450081757/0883450081764/0883450081771/0883450081788/0883450081795/0883450081801/0883450154420/0883450154765/0883450249393/0883450249737/0883450457743/0883450462631/0883450462648,3.13 in/79.5 mm,6.47 in/164.3 mm,4.01 in/101.9 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,11.6 in/294.6 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,1-1/4 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPL15J211S,22215 ,2 11/16 in,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl15j211s,Mounted Bearing,22215,2 11/16 in,Imperial,QMPL15J211SB/QMPL15J211SC/QMPL15J211SEB/QMPL15J211SEC/QMPL15J211SEM/QMPL15J211SEN/QMPL15J211SEO/QMPL15J211SET/QMPL15J211SM/QMPL15J211SN/QMPL15J211SO/QMPL15J211ST,Eccentric,Two-Bolt Pillow Block,0883450087926/0883450087933/0883450087957/0883450087964/0883450087971/0883450087988/0883450087995/0883450088008/0883450155106/0883450155441/0883450250078/0883450250412,3.25 in/82.6 mm,6.59 in/167.4 mm,4.01 in/101.9 mm,7.7 in/195.6 mm,8.4 in/213.4 mm,10.44 in/265.2 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,1-1/4 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPXT15J211S,22215 ,2 11/16 in,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpxt15j211s,Mounted Bearing,22215,2 11/16 in,Imperial,QMPXT15J211SB/QMPXT15J211SC/QMPXT15J211SEB/QMPXT15J211SEC/QMPXT15J211SEM/QMPXT15J211SEN/QMPXT15J211SEO/QMPXT15J211SET/QMPXT15J211SM/QMPXT15J211SN/QMPXT15J211SO/QMPXT15J211ST,Eccentric,Two-Bolt Pillow Block,0883450141178/0883450141185/0883450141192/0883450141208/0883450141215/0883450141222/0883450141239/0883450141246/0883450159166/0883450159258/0883450252454/0883450252553,3.5 in/88.9 mm,6.84 in/173.7 mm,4.01 in/101.9 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,13 in/330.2 mm,2.98 in/75.7 mm,1.38 in/35.1 mm,0.875 in/24 mm,1-1/4 in/31.8 mm,3.86 in/98 mm,2.37 in/60.2 mm,0.24 in/6.1 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPMD15J211S,22215 ,2 11/16 in,3.5 in / 88.9 mm,8.5 in / 215.9 mm,9.5 in / 241.3 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpmd15j211s,Mounted Bearing,22215,2 11/16 in,Imperial,,Eccentric,Two-Bolt Pillow Block,,3.5 in/88.9 mm,6-3/4 in/171.5 mm,4.29 in/109 mm,8.5 in/215.9 mm,9.5 in/241.3 mm,11-3/4 in/298.5 mm,3 in/76.2 mm,1.5 in/38.1 mm,0.875 in/24 mm,1-1/4 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMP15J212S,22215 ,2 3/4 in,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmp15j212s,Mounted Bearing,22215,2 3/4 in,Imperial,QMP15J212SB/QMP15J212SC/QMP15J212SEB/QMP15J212SEC/QMP15J212SEM/QMP15J212SEMNP/QMP15J212SEN/QMP15J212SEO/QMP15J212SET/QMP15J212SM/QMP15J212SN/QMP15J212SO/QMP15J212ST,Eccentric,Two-Bolt Pillow Block,0883450081825/0883450081832/0883450081856/0883450081863/0883450081870/0883450081887/0883450081894/0883450081900/0883450154437/0883450154772/0883450249409/0883450249744/0883450399623,3.13 in/79.5 mm,6.47 in/164.3 mm,4.01 in/101.9 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,11.6 in/294.6 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,1-1/4 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
QMPL15J212S,22215 ,2 3/4 in,3.25 in / 82.6 mm,7.7 in / 195.6 mm,8.4 in / 213.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/eccentric-solid-block-mounted-bearings/eccentric-two-bolt-pillow-block/qmpl15j212s,Mounted Bearing,22215,2 3/4 in,Imperial,QMPL15J212SB/QMPL15J212SC/QMPL15J212SEB/QMPL15J212SEC/QMPL15J212SEM/QMPL15J212SEN/QMPL15J212SEO/QMPL15J212SET/QMPL15J212SM/QMPL15J212SN/QMPL15J212SO/QMPL15J212ST,Eccentric,Two-Bolt Pillow Block,0883450088022/0883450088039/0883450088053/0883450088060/0883450088077/0883450088084/0883450088091/0883450088107/0883450155113/0883450155458/0883450250085/0883450250429,3.25 in/82.6 mm,6.59 in/167.4 mm,4.01 in/101.9 mm,7.7 in/195.6 mm,8.4 in/213.4 mm,10.44 in/265.2 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,1-1/4 in/31.8 mm,3.87 in/98.3 mm,2.37 in/60.2 mm,0.25 in/6.4 mm,3.62 in/91.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0020,0.0031,0.0020 in/0.050 mm,0.0031 in/0.080 mm
